station,total_borrow,peak_ratio,weekend_ratio,morning_net_flow_mean,evening_net_flow_mean,morning_net_flow_sum,evening_net_flow_sum,volatility,station_type,imbalance_score,risk_level,dispatch_strategy
中興北街175巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中興北街42巷17弄,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中興寶慶街口,0.0,0.0,0.0,-1.9811320754716981,-4.466666666666667,-105.0,-469.0,0.0,穩定休閒型,574.0,High,周末增加車輛配置
中興寶橋路口,0.0,0.0,0.0,-1.8695652173913044,-4.0227272727272725,-86.0,-354.0,0.0,穩定休閒型,440.0,Medium,定時監控與小規模調度
中興工建路口,0.0,0.0,0.0,-2.076923076923077,-1.35,-54.0,-27.0,0.0,穩定休閒型,81.0,Low,常規運營監控
中興復興路口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中興文化路口(東南側),0.0,0.0,0.0,-1.24,-1.4705882352941178,-31.0,-75.0,0.0,穩定休閒型,106.0,Low,常規運營監控
中興橋(環河南路254巷口),0.0,0.0,0.0,-1.0,-1.1,-6.0,-11.0,0.0,穩定休閒型,17.0,Low,常規運營監控
中興檳榔路口,0.0,0.0,0.0,-1.0,-1.5,-4.0,-15.0,0.0,穩定休閒型,19.0,Low,常規運營監控
中興福德三路口,0.0,0.0,0.0,-1.0,-2.282051282051282,-6.0,-178.0,0.0,穩定休閒型,184.0,Medium,定時監控與小規模調度
中興街180巷口,0.0,0.0,0.0,,-1.0769230769230769,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
中興路2段100巷口,0.0,0.0,0.0,-1.0,-1.3636363636363635,-19.0,-15.0,0.0,穩定休閒型,34.0,Low,常規運營監控
中興路二段37巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中華中原路口,0.0,0.0,0.0,,-2.5,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
中華中央路一段242巷口,0.0,0.0,0.0,,-1.4,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
中華南海路口,2054.0,0.5160662122687439,0.33008763388510226,2.0609756097560976,-2.4684684684684686,169.0,-274.0,3.0873791162582016,通勤型,443.0,Medium,定時監控與小規模調度
中華城林路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中華峨眉街口,8565.0,0.4149445417396381,0.374430823117338,-1.7380952380952381,0.30357142857142855,-146.0,34.0,11.31172947076147,潮汐流入型,180.0,Medium,定時監控與小規模調度
中華愛國路口,0.0,0.0,0.0,,-1.5,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
中華桂林路口,13903.0,0.45745522549090123,0.3371934114939222,1.1666666666666667,-0.08035714285714286,98.0,-9.0,17.193261119704644,穩定休閒型,107.0,Low,常規運營監控
中華漢口街口,4362.0,0.42457588262265017,0.3340210912425493,-2.5180722891566263,0.21621621621621623,-209.0,24.0,5.572651257538791,潮汐流入型,233.0,Medium,定時監控與小規模調度
中華科技大學,835.0,0.43832335329341315,0.4431137724550898,-0.9047619047619048,0.6987951807228916,-57.0,58.0,2.17739025275071,穩定休閒型,115.0,Low,常規運營監控
中華自治街口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
中華裕華街口,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中華貴陽街口,2291.0,0.4997817546922741,0.2112614578786556,-1.2650602409638554,1.309090909090909,-105.0,144.0,3.52300367487663,通勤型,249.0,Medium,定時監控與小規模調度
中華路一段21巷口,2248.0,0.45774021352313166,0.29626334519572955,-0.23170731707317074,0.6272727272727273,-19.0,69.0,3.16663004202939,穩定休閒型,88.0,Low,常規運營監控
中華路二段409巷口,1389.0,0.5385169186465083,0.28797696184305255,1.2891566265060241,-1.009090909090909,107.0,-111.0,2.3105330073028854,通勤型,218.0,Medium,定時監控與小規模調度
中華郵政五城郵局,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
中華里(中華路二段),0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
中華電信學院,0.0,0.0,0.0,,-1.1428571428571428,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
丹鳳派出所,0.0,0.0,0.0,-1.0,,-1.0,0.0,,穩定休閒型,1.0,Low,常規運營監控
九芎街90巷口,0.0,0.0,0.0,,-1.3333333333333333,0.0,-4.0,0.0,穩定休閒型,4.0,Low,常規運營監控
九華公園,2019.0,0.5487865279841506,0.29172857850421,6.626506024096385,-5.018018018018018,550.0,-557.0,3.701168577307401,潮汐流出型,1107.0,High,早高峰前提前補車
二橋虹橋公園,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
二重國中,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
二重國小,0.0,0.0,0.0,,-1.0,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
二重埔市民活動中心,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,穩定休閒型,2.0,Low,常規運營監控
五分埔公園,1829.0,0.4297430289775834,0.3657736468015309,1.1866666666666668,-0.9541284403669725,89.0,-104.0,2.958490402454358,穩定休閒型,193.0,Medium,定時監控與小規模調度
五分埤,253.0,0.5138339920948617,0.45454545454545453,0.8260869565217391,-0.40540540540540543,38.0,-30.0,0.9910613995891603,通勤型,68.0,Low,常規運營監控
五堵橋下籃球場,0.0,0.0,0.0,,-1.6666666666666667,0.0,-5.0,0.0,穩定休閒型,5.0,Low,常規運營監控
五堵火車站,0.0,0.0,0.0,-1.5833333333333333,-2.103448275862069,-19.0,-61.0,0.0,穩定休閒型,80.0,Low,常規運營監控
五堵車站(長安路),0.0,0.0,0.0,-1.0,-1.5,-1.0,-3.0,0.0,穩定休閒型,4.0,Low,常規運營監控
五峰國中,0.0,0.0,0.0,-1.0,-1.2142857142857142,-2.0,-17.0,0.0,穩定休閒型,19.0,Low,常規運營監控
五工五五權路口,0.0,0.0,0.0,,,0.0,0.0,0.0,穩定休閒型,0.0,Low,常規運營監控
五工路68巷口,0.0,0.0,0.0,-1.0,-1.4,-8.0,-7.0,0.0,穩定休閒型,15.0,Low,常規運營監控
五常公園,3605.0,0.5522884882108183,0.3031900138696255,5.7176470588235295,-2.732142857142857,486.0,-306.0,5.988157251414523,潮汐流出型,792.0,High,早高峰前提前補車
五常國中,2084.0,0.539827255278311,0.29606525911708254,3.253012048192771,-2.4545454545454546,270.0,-270.0,3.2909300335236282,潮汐流出型,540.0,High,早高峰前提前補車
五常街370巷,1437.0,0.510786360473208,0.34168406402226864,0.9761904761904762,-1.2232142857142858,82.0,-137.0,2.155397726829396,通勤型,219.0,Medium,定時監控與小規模調度
五權公園地下停車場,0.0,0.0,0.0,,-1.0,0.0,-3.0,0.0,穩定休閒型,3.0,Low,常規運營監控
五福里(五華街),0.0,0.0,0.0,-1.0,-1.263157894736842,-2.0,-24.0,0.0,穩定休閒型,26.0,Low,常規運營監控
五股國民運動中心,0.0,0.0,0.0,,-1.0526315789473684,0.0,-20.0,0.0,穩定休閒型,20.0,Low,常規運營監控
五股工商立體停車場,0.0,0.0,0.0,,-1.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
五股郵局,0.0,0.0,0.0,-1.0,-1.2857142857142858,-3.0,-9.0,0.0,穩定休閒型,12.0,Low,常規運營監控
亞洲員安路口,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
仁信段平面停車場,0.0,0.0,0.0,,-1.125,0.0,-9.0,0.0,穩定休閒型,9.0,Low,常規運營監控
仁化文新路口,0.0,0.0,0.0,-1.25,-1.9069767441860466,-10.0,-82.0,0.0,穩定休閒型,92.0,Low,常規運營監控
仁德公園,2013.0,0.5365126676602087,0.23944361649279683,1.108433734939759,-0.10810810810810811,92.0,-12.0,3.1212998726079184,通勤型,104.0,Low,常規運營監控
仁愛仁和街口,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.0,0.0,穩定休閒型,7.0,Low,常規運營監控
仁愛信義路口,0.0,0.0,0.0,-2.0,-1.509090909090909,-2.0,-83.0,0.0,穩定休閒型,85.0,Low,常規運營監控
仁愛公園,0.0,0.0,0.0,-1.1428571428571428,-1.5,-8.0,-60.0,0.0,穩定休閒型,68.0,Low,常規運營監控
仁愛公園(仁愛路),0.0,0.0,0.0,-1.0,-1.05,-2.0,-21.0,0.0,穩定休閒型,23.0,Low,常規運營監控
仁愛國中,2436.0,0.590311986863711,0.24917898193760263,-1.1875,1.8454545454545455,-95.0,203.0,5.064949433234967,通勤型,298.0,Medium,定時監控與小規模調度
仁愛大安路口(東北側),3225.0,0.4514728682170543,0.2337984496124031,-2.7023809523809526,1.3181818181818181,-227.0,145.0,4.937497006396178,潮汐流入型,372.0,Medium,定時監控與小規模調度
仁愛安和路口,6930.0,0.4834054834054834,0.2391053391053391,-7.741176470588235,2.9910714285714284,-658.0,335.0,10.256303384383664,潮汐流入型,993.0,High,高峰前提前清空車位
仁愛廣場,0.0,0.0,0.0,,-1.0769230769230769,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
仁愛延吉街口,8585.0,0.5055329062317997,0.2583576004659289,-2.9518072289156625,0.35714285714285715,-245.0,40.0,12.213816196025203,潮汐流入型,285.0,Medium,定時監控與小規模調度
仁愛延吉路口(西北側),3695.0,0.4625169147496617,0.2679296346414073,-1.2804878048780488,-1.1081081081081081,-105.0,-123.0,5.348015936796581,穩定休閒型,228.0,Medium,定時監控與小規模調度
仁愛復興路口,3189.0,0.4477892756349953,0.24678582627783005,-3.6987951807228914,2.0454545454545454,-307.0,225.0,4.94979443797211,潮汐流入型,532.0,High,高峰前提前清空車位
仁愛敦南圓環(東側),2539.0,0.4698700275699094,0.2855454903505317,-1.9878048780487805,0.7247706422018348,-163.0,79.0,4.480335807470246,潮汐流入型,242.0,Medium,定時監控與小規模調度
仁愛敦南圓環(東南側),3436.0,0.4671129220023283,0.2331199068684517,-1.6951219512195121,3.4909090909090907,-139.0,384.0,5.588772925123698,潮汐流入型,523.0,High,高峰前提前清空車位
仁愛敦南圓環(西北側),4013.0,0.4933964615001246,0.2153002741091453,-3.3214285714285716,1.018348623853211,-279.0,111.0,6.6354306721342375,潮汐流入型,390.0,Medium,定時監控與小規模調度
仁愛新生路口(西南側),4390.0,0.4813211845102506,0.3059225512528474,0.07058823529411765,-0.9099099099099099,6.0,-101.0,5.829006870208416,穩定休閒型,107.0,Low,常規運營監控
仁愛杭州路口,3587.0,0.5422358516866462,0.2060217451909674,-0.6746987951807228,-0.044642857142857144,-56.0,-5.0,5.449801855877504,通勤型,61.0,Low,常規運營監控
仁愛林森路口,3273.0,0.513901619309502,0.3125572868927589,-6.976470588235294,5.531531531531532,-593.0,614.0,6.50894256837029,潮汐流入型,1207.0,High,高峰前提前清空車位
仁愛紹興街口(南側),2371.0,0.5246731336988613,0.1691269506537326,-2.3855421686746987,1.3211009174311927,-198.0,144.0,4.57940544606974,潮汐流入型,342.0,Medium,定時監控與小規模調度
仁愛紹興路口(北側),1405.0,0.5772241992882562,0.2220640569395018,-1.1875,1.2427184466019416,-95.0,128.0,3.140865972300038,通勤型,223.0,Medium,定時監控與小規模調度
仁愛街112巷,0.0,0.0,0.0,,-1.0,0.0,-14.0,0.0,穩定休閒型,14.0,Low,常規運營監控
仁愛街422巷口,0.0,0.0,0.0,,-1.3333333333333333,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
仁愛街70巷口,0.0,0.0,0.0,,-1.0,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
仁愛路151巷口,0.0,0.0,0.0,-1.0,-1.0,-1.0,-13.0,0.0,穩定休閒型,14.0,Low,常規運營監控
仁愛路306巷18弄口,0.0,0.0,0.0,-1.0,-1.1612903225806452,-3.0,-36.0,0.0,穩定休閒型,39.0,Low,常規運營監控
仁愛路40巷口,0.0,0.0,0.0,-1.0,-1.3333333333333333,-2.0,-24.0,0.0,穩定休閒型,26.0,Low,常規運營監控
仁愛路四段122巷口,3456.0,0.5248842592592593,0.24710648148148148,-1.9268292682926829,6.672727272727273,-158.0,734.0,6.632254757328564,潮汐流入型,892.0,High,高峰前提前清空車位
仁愛路四段48巷口,3428.0,0.42473745624270715,0.28617269544924157,-0.6428571428571429,-0.6422018348623854,-54.0,-70.0,4.72432964230058,穩定休閒型,124.0,Medium,定時監控與小規模調度
仁愛路四段496巷口,4656.0,0.5191151202749141,0.29832474226804123,8.329411764705883,-1.4821428571428572,708.0,-166.0,6.774308648086431,潮汐流出型,874.0,High,早高峰前提前補車
仁愛路四段512巷,1832.0,0.5005458515283843,0.3034934497816594,1.353658536585366,-1.036697247706422,111.0,-113.0,2.8441311723624607,通勤型,224.0,Medium,定時監控與小規模調度
仁愛逸仙路口,4040.0,0.49603960396039604,0.36633663366336633,1.4268292682926829,2.709090909090909,117.0,298.0,7.6242883736123535,穩定休閒型,415.0,Medium,定時監控與小規模調度
仁愛醫院,7878.0,0.39692815435389694,0.2248032495557248,-9.916666666666666,2.4642857142857144,-833.0,276.0,11.79062488870561,潮汐流入型,1109.0,High,高峰前提前清空車位
仁愛金山路口,1792.0,0.5284598214285714,0.24553571428571427,0.35714285714285715,-0.5892857142857143,30.0,-66.0,2.7671020941420457,通勤型,96.0,Low,常規運營監控
仁愛金山路口(東南側),2775.0,0.4908108108108108,0.23855855855855856,1.0941176470588236,-0.7636363636363637,93.0,-84.0,3.9903945772649196,穩定休閒型,177.0,Medium,定時監控與小規模調度
仁美街/三和路四段145巷口,0.0,0.0,0.0,,-1.0,0.0,-11.0,0.0,穩定休閒型,11.0,Low,常規運營監控
仁義街26巷,0.0,0.0,0.0,,-1.0,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
介壽公園,1356.0,0.5339233038348082,0.21460176991150443,-5.378378378378378,4.107843137254902,-398.0,419.0,3.994945725591219,潮汐流入型,817.0,High,高峰前提前清空車位
介壽國中,4250.0,0.5411764705882353,0.3244705882352941,0.8571428571428571,0.6666666666666666,72.0,74.0,6.766237250473007,通勤型,146.0,Medium,定時監控與小規模調度
介壽國小,0.0,0.0,0.0,,,0.0,0.0,,穩定休閒型,0.0,Low,常規運營監控
介壽街/文化路一段188巷9弄口,0.0,0.0,0.0,,-1.0,0.0,-8.0,0.0,穩定休閒型,8.0,Low,常規運營監控
仙岩公園,936.0,0.5512820512820513,0.3525641025641026,2.688311688311688,-1.3240740740740742,207.0,-143.0,2.1167759239747745,潮汐流出型,350.0,Medium,定時監控與小規模調度
仙岩路22巷口,1460.0,0.48904109589041095,0.3506849315068493,2.8205128205128207,-1.7102803738317758,220.0,-183.0,2.5532503581966273,潮汐流出型,403.0,Medium,定時監控與小規模調度
仙跡岩登山口(景興路),3204.0,0.4769038701622971,0.3879525593008739,0.55,1.3944954128440368,44.0,152.0,4.861588325715862,穩定休閒型,196.0,Medium,定時監控與小規模調度
伊通長安路口,4609.0,0.5092210891733565,0.21501410284226513,-9.764705882352942,3.5585585585585586,-830.0,395.0,7.0611456712441525,潮汐流入型,1225.0,High,高峰前提前清空車位
伯爵山莊第二期(康寧街),0.0,0.0,0.0,-1.0,-1.6808510638297873,-1.0,-79.0,0.0,穩定休閒型,80.0,Low,常規運營監控
佳和公園,0.0,0.0,0.0,-1.0,-1.0833333333333333,-1.0,-13.0,0.0,穩定休閒型,14.0,Low,常規運營監控
佳和公園(中山路二段64巷5弄),0.0,0.0,0.0,-1.0,-1.1818181818181819,-1.0,-13.0,0.0,穩定休閒型,14.0,Low,常規運營監控
佳和公園(中山路二段64巷7弄),0.0,0.0,0.0,-1.0,-1.0,-1.0,-10.0,0.0,穩定休閒型,11.0,Low,常規運營監控
俊英俊保路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
俊英街125巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
保安保福路二段口,0.0,0.0,0.0,-1.0,-1.173913043478261,-1.0,-27.0,0.0,穩定休閒型,28.0,Low,常規運營監控
保安永平路口,0.0,0.0,0.0,-1.0,-1.6037735849056605,-6.0,-85.0,0.0,穩定休閒型,91.0,Low,常規運營監控
保安立體停車場,0.0,0.0,0.0,,-2.0,0.0,-2.0,0.0,穩定休閒型,2.0,Low,常規運營監控
保平永和路一段口,0.0,0.0,0.0,-1.0,-1.4814814814814814,-5.0,-80.0,0.0,穩定休閒型,85.0,Low,常規運營監控
保平路214巷,0.0,0.0,0.0,-1.2,-1.5833333333333333,-6.0,-57.0,0.0,穩定休閒型,63.0,Low,常規運營監控
保平路268巷,0.0,0.0,0.0,-1.0,-1.2727272727272727,-2.0,-28.0,0.0,穩定休閒型,30.0,Low,常規運營監控
保福保福路二段133巷口,0.0,0.0,0.0,-1.0,-1.1904761904761905,-6.0,-25.0,0.0,穩定休閒型,31.0,Low,常規運營監控
保長公園,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,穩定休閒型,1.0,Low,常規運營監控
保長路51巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
保順環河西路口,0.0,0.0,0.0,-1.0,-1.5918367346938775,-21.0,-78.0,0.0,穩定休閒型,99.0,Low,常規運營監控
信安街/富陽街44巷口,3048.0,0.494750656167979,0.3323490813648294,4.5813953488372094,-4.585585585585585,394.0,-509.0,4.4710038350739625,潮汐流出型,903.0,High,早高峰前提前補車
信義公園,0.0,0.0,0.0,-1.25,-1.8269230769230769,-10.0,-95.0,0.0,穩定休閒型,105.0,Low,常規運營監控
信義公園市民活動中心,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
信義和平路口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
信義基隆路口,5123.0,0.4368534062073004,0.2654694514932657,-3.2976190476190474,0.7767857142857143,-277.0,87.0,7.0069398346728615,潮汐流入型,364.0,Medium,定時監控與小規模調度
信義大安路口(信維大樓),5731.0,0.5075902983772466,0.2547548420868958,2.2023809523809526,0.25892857142857145,185.0,29.0,7.836620019415047,通勤型,214.0,Medium,定時監控與小規模調度
信義廣場(台北101),9823.0,0.5106382978723404,0.2745597068105467,-7.416666666666667,12.5625,-623.0,1407.0,15.189554926981607,潮汐流入型,2030.0,High,高峰前提前清空車位
信義延吉街口,3996.0,0.46146146146146144,0.2585085085085085,-0.6428571428571429,-0.8909090909090909,-54.0,-98.0,5.432137019191971,穩定休閒型,152.0,Medium,定時監控與小規模調度
信義建國路口,8689.0,0.5063873863505581,0.41984117850155367,5.9523809523809526,2.8392857142857144,500.0,318.0,13.545325281930445,通勤型,818.0,High,雙高峰動態調度
信義敦化路口,8505.0,0.4664315108759553,0.266549088771311,3.011904761904762,3.5765765765765765,253.0,397.0,11.53986499307139,穩定休閒型,650.0,High,周末增加車輛配置
信義服務中心,1.0,1.0,0.0,,0.0,0.0,0.0,,通勤型,0.0,Low,常規運營監控
信義杭州路口,6997.0,0.4534800628840932,0.2285265113620123,-9.273809523809524,3.8482142857142856,-779.0,431.0,10.598432121563015,潮汐流入型,1210.0,High,高峰前提前清空車位
信義松德路口,1737.0,0.5261945883707542,0.2941853770869315,0.8536585365853658,-0.5545454545454546,70.0,-61.0,3.0884899050348946,通勤型,131.0,Medium,定時監控與小規模調度
信義路163巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,,穩定休閒型,1.0,Low,常規運營監控
信義路三段134巷口,7199.0,0.5015974440894568,0.28990137519099873,1.755813953488372,0.20535714285714285,151.0,23.0,10.024799592225003,通勤型,174.0,Medium,定時監控與小規模調度
信義路四段199巷,3418.0,0.5049736688121709,0.2972498537156232,1.5,-1.201834862385321,123.0,-131.0,5.145220948619402,通勤型,254.0,Medium,定時監控與小規模調度
信義連雲街口,7949.0,0.4513775317650019,0.34947792175116366,3.7529411764705882,-2.830357142857143,319.0,-317.0,10.166666756510065,潮汐流出型,636.0,High,早高峰前提前補車
信義運動中心,7053.0,0.46193109315185027,0.2492556358996172,-6.952941176470588,4.571428571428571,-591.0,512.0,10.727906603002491,潮汐流入型,1103.0,High,高峰前提前清空車位
修德國小,0.0,0.0,0.0,-1.0,-1.6,-1.0,-8.0,0.0,穩定休閒型,9.0,Low,常規運營監控
修德國小(重陽路三段),0.0,0.0,0.0,,-1.1666666666666667,0.0,-7.0,0.0,穩定休閒型,7.0,Low,常規運營監控
健安新城,7441.0,0.5191506517941137,0.29176185996505843,6.352941176470588,-3.9107142857142856,540.0,-438.0,10.164955270681327,潮汐流出型,978.0,High,早高峰前提前補車
健康公園,1278.0,0.5093896713615024,0.3513302034428795,2.125,-1.0388349514563107,170.0,-107.0,2.5037479924716277,通勤型,277.0,Medium,定時監控與小規模調度
健康新城,6476.0,0.519302038295244,0.2986411365040148,9.6,-5.160714285714286,816.0,-578.0,8.761306481838451,潮汐流出型,1394.0,High,早高峰前提前補車
健康社會住宅,3063.0,0.5354227881162259,0.34116878876918055,2.0714285714285716,-0.9181818181818182,174.0,-101.0,5.003199514163877,通勤型,275.0,Medium,定時監控與小規模調度
健華新城社區,0.0,0.0,0.0,,-1.3513513513513513,0.0,-50.0,0.0,穩定休閒型,50.0,Low,常規運營監控
僑中二街92巷口,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,穩定休閒型,1.0,Low,常規運營監控
